model,backend,run,words,num_predict,seconds
llama3.1:8b,CPU,1,20,128,3.0050801950001187
llama3.1:8b,GPU,2,20,128,0.45315323999966495
llama3.1:8b,CPU,2,20,128,7.9958780800006934
llama3.1:8b,GPU,3,20,128,0.5472393889995146
llama3.1:8b,CPU,3,20,128,2.3484210429996892
llama3.1:8b,GPU,4,20,128,0.9123567679998814
llama3.1:8b,CPU,4,20,128,15.11766465599976
llama3.1:8b,GPU,5,20,128,0.4639336220006953
llama3.1:8b,CPU,5,20,128,1.9635507300008612
llama3.1:8b,GPU,1,22,128,0.443159927999659
llama3.1:8b,CPU,1,22,128,3.1825159849995543
llama3.1:8b,GPU,2,22,128,0.6116837200006557
llama3.1:8b,CPU,2,22,128,1.8722028869997303
llama3.1:8b,GPU,3,22,128,0.6137886939995951
llama3.1:8b,CPU,3,22,128,2.7219890720007243
llama3.1:8b,GPU,4,22,128,0.4320993080000335
llama3.1:8b,CPU,4,22,128,1.8915099980004015
llama3.1:8b,GPU,5,22,128,0.4339222800008429
llama3.1:8b,CPU,5,22,128,2.7389963749992603
llama3.1:8b,GPU,1,24,128,0.6056031139996776
llama3.1:8b,CPU,1,24,128,3.3562463549988024
llama3.1:8b,GPU,2,24,128,0.5938857490000373
llama3.1:8b,CPU,2,24,128,1.8978035479995015
llama3.1:8b,GPU,3,24,128,0.6053772680006659
llama3.1:8b,CPU,3,24,128,2.746389296000416
llama3.1:8b,GPU,4,24,128,0.623569077000866
llama3.1:8b,CPU,4,24,128,1.9009734089995618
llama3.1:8b,GPU,5,24,128,0.6004464629986614
llama3.1:8b,CPU,5,24,128,2.7073539639986848
llama3.1:8b,GPU,1,26,128,0.6166893469999195
llama3.1:8b,CPU,1,26,128,3.3217860180011485
llama3.1:8b,GPU,2,26,128,0.6085804989997996
llama3.1:8b,CPU,2,26,128,10.272620476000156
llama3.1:8b,GPU,3,26,128,0.6015845619986067
llama3.1:8b,CPU,3,26,128,7.298207402000116
llama3.1:8b,GPU,4,26,128,0.5928403610014357
llama3.1:8b,CPU,4,26,128,9.690509080999618
llama3.1:8b,GPU,5,26,128,0.5904179079989262
llama3.1:8b,CPU,5,26,128,8.20863898800053
llama3.1:8b,GPU,1,28,128,0.4367407070003537
llama3.1:8b,CPU,1,28,128,2.4922421149985894
llama3.1:8b,GPU,2,28,128,0.43350203599948145
llama3.1:8b,CPU,2,28,128,1.8623451479998039
llama3.1:8b,GPU,3,28,128,0.42887467500077037
llama3.1:8b,CPU,3,28,128,5.829312758000015
llama3.1:8b,GPU,4,28,128,0.9816674430003332
llama3.1:8b,CPU,4,28,128,1.943604858000981
llama3.1:8b,GPU,5,28,128,0.43620043999908376
llama3.1:8b,CPU,5,28,128,5.507888142999946
llama3.1:8b,GPU,1,30,128,0.4389147000001685
llama3.1:8b,CPU,1,30,128,9.80313232700064
llama3.1:8b,GPU,2,30,128,0.6424837790000311
llama3.1:8b,CPU,2,30,128,2.700070222001159
llama3.1:8b,GPU,3,30,128,0.5496273799999472
llama3.1:8b,CPU,3,30,128,4.954499649998979
llama3.1:8b,GPU,4,30,128,0.648561650999909
llama3.1:8b,CPU,4,30,128,1.1511864210006024
llama3.1:8b,GPU,5,30,128,0.428034677001051
llama3.1:8b,CPU,5,30,128,2.4717379020003136
llama3.1:8b,GPU,1,32,128,0.3162089020006533
llama3.1:8b,CPU,1,32,128,2.5064161959999183
llama3.1:8b,GPU,2,32,128,0.4269164559991623
llama3.1:8b,CPU,2,32,128,1.8861092000006465
llama3.1:8b,GPU,3,32,128,0.4323699830001715
llama3.1:8b,CPU,3,32,128,1.8725519780000468
llama3.1:8b,GPU,4,32,128,0.30174157799956447
llama3.1:8b,CPU,4,32,128,1.6618536030000541
llama3.1:8b,GPU,5,32,128,0.43583206000039354
llama3.1:8b,CPU,5,32,128,3.6146786410008644
llama3.1:8b,GPU,1,34,128,0.4657800330005557
llama3.1:8b,CPU,1,34,128,8.289510069000244
llama3.1:8b,GPU,2,34,128,0.4309720009987359
llama3.1:8b,CPU,2,34,128,1.7270018790004542
llama3.1:8b,GPU,3,34,128,0.4302538800002367
llama3.1:8b,CPU,3,34,128,1.1662027500005934
llama3.1:8b,GPU,4,34,128,0.43417385400061903
llama3.1:8b,CPU,4,34,128,1.9446055429998523
llama3.1:8b,GPU,5,34,128,0.4371789609995176
llama3.1:8b,CPU,5,34,128,4.735724275000393
llama3.1:8b,GPU,1,36,128,0.44273927999893203
llama3.1:8b,CPU,1,36,128,4.980119567000656
llama3.1:8b,GPU,2,36,128,0.30200696000065363
llama3.1:8b,CPU,2,36,128,4.712338113999067
llama3.1:8b,GPU,3,36,128,1.0149658000009367
llama3.1:8b,CPU,3,36,128,8.919499581999844
llama3.1:8b,GPU,4,36,128,0.9110370239995973
llama3.1:8b,CPU,4,36,128,4.096973678000722
llama3.1:8b,GPU,5,36,128,1.0060151970010338
llama3.1:8b,CPU,5,36,128,5.387589886999194
llama3.1:8b,GPU,1,38,128,0.3262890679998236
llama3.1:8b,CPU,1,38,128,3.288891271000466
llama3.1:8b,GPU,2,38,128,0.42806098199980624
llama3.1:8b,CPU,2,38,128,1.1647100569989561
llama3.1:8b,GPU,3,38,128,1.0021646419991157
llama3.1:8b,CPU,3,38,128,1.879328342000008
llama3.1:8b,GPU,4,38,128,0.4302261280008679
llama3.1:8b,CPU,4,38,128,1.651256615999955
llama3.1:8b,GPU,5,38,128,0.43938508599967463
llama3.1:8b,CPU,5,38,128,1.8839985089998663
llama3.1:8b,GPU,1,40,128,1.9235796939992724
llama3.1:8b,CPU,1,40,128,5.000075633000961
llama3.1:8b,GPU,2,40,128,0.30416762300046685
llama3.1:8b,CPU,2,40,128,1.8647818760000519
llama3.1:8b,GPU,3,40,128,1.0081561990009504
llama3.1:8b,CPU,3,40,128,5.766621929999019
llama3.1:8b,GPU,4,40,128,0.2999292290005542
llama3.1:8b,CPU,4,40,128,1.169461068999226
llama3.1:8b,GPU,5,40,128,0.960333435999928
llama3.1:8b,CPU,5,40,128,1.8917118469998968
llama3.1:8b,GPU,1,42,128,1.6709544490004191
llama3.1:8b,CPU,1,42,128,3.245576990999325
llama3.1:8b,GPU,2,42,128,0.992062576000535
llama3.1:8b,CPU,2,42,128,4.23501067899997
llama3.1:8b,GPU,3,42,128,0.9892768730005628
llama3.1:8b,CPU,3,42,128,7.567593247000332
llama3.1:8b,GPU,4,42,128,0.8263570109993452
llama3.1:8b,CPU,4,42,128,1.1684965830008878
llama3.1:8b,GPU,5,42,128,0.29613037899980554
llama3.1:8b,CPU,5,42,128,3.4330488969990256
llama3.1:8b,GPU,1,44,128,0.9238939259994368
llama3.1:8b,CPU,1,44,128,5.049554042998352
llama3.1:8b,GPU,2,44,128,0.9668245440007013
llama3.1:8b,CPU,2,44,128,1.4268409039996186
llama3.1:8b,GPU,3,44,128,0.9967982260004646
llama3.1:8b,CPU,3,44,128,6.487661047000074
llama3.1:8b,GPU,4,44,128,1.030165133999617
llama3.1:8b,CPU,4,44,128,4.359431319000578
llama3.1:8b,GPU,5,44,128,0.9234230900001421
llama3.1:8b,CPU,5,44,128,4.160022358999413
llama3.1:8b,GPU,1,46,128,0.9538964330004092
llama3.1:8b,CPU,1,46,128,4.800369537999359
llama3.1:8b,GPU,2,46,128,0.38277658199876896
llama3.1:8b,CPU,2,46,128,4.101257939999414
llama3.1:8b,GPU,3,46,128,1.0635404590011603
llama3.1:8b,CPU,3,46,128,4.675779693998265
llama3.1:8b,GPU,4,46,128,0.948777493000307
llama3.1:8b,CPU,4,46,128,8.290330234998692
llama3.1:8b,GPU,5,46,128,0.9862579420005204
llama3.1:8b,CPU,5,46,128,4.983052371000667
llama3.1:8b,GPU,1,48,128,0.9897460329993919
llama3.1:8b,CPU,1,48,128,4.985692696000115
llama3.1:8b,GPU,2,48,128,0.916353041999173
llama3.1:8b,CPU,2,48,128,4.336807857998792
llama3.1:8b,GPU,3,48,128,1.0738816520006367
llama3.1:8b,CPU,3,48,128,4.478761798998676
llama3.1:8b,GPU,4,48,128,0.9173214429993095
llama3.1:8b,CPU,4,48,128,4.322695773000305
llama3.1:8b,GPU,5,48,128,0.9824985569994169
llama3.1:8b,CPU,5,48,128,4.477482214000702
llama3.1:8b,GPU,1,50,128,0.9987836069994955
llama3.1:8b,CPU,1,50,128,8.92156002899901
llama3.1:8b,GPU,2,50,128,0.9396084950003569
llama3.1:8b,CPU,2,50,128,4.161103824999373
llama3.1:8b,GPU,3,50,128,0.9567230619995826
llama3.1:8b,CPU,3,50,128,4.187355293999644
llama3.1:8b,GPU,4,50,128,0.9927077100001043
llama3.1:8b,CPU,4,50,128,1.4060210900006496
llama3.1:8b,GPU,5,50,128,0.9985630319988559
llama3.1:8b,CPU,5,50,128,1.4024361459996726
llama3.1:8b,GPU,1,52,128,1.0964943580002
llama3.1:8b,CPU,1,52,128,4.97224489600012
llama3.1:8b,GPU,2,52,128,0.8949368720004713
llama3.1:8b,CPU,2,52,128,4.141406488000939
llama3.1:8b,GPU,3,52,128,0.978528813999219
llama3.1:8b,CPU,3,52,128,4.358889420000196
llama3.1:8b,GPU,4,52,128,0.9645665360003477
llama3.1:8b,CPU,4,52,128,4.74079616400013
llama3.1:8b,GPU,5,52,128,0.979051131000233
llama3.1:8b,CPU,5,52,128,4.496010812999884
llama3.1:8b,GPU,1,54,128,0.9443143699991197
llama3.1:8b,CPU,1,54,128,5.0091218299985485
llama3.1:8b,GPU,2,54,128,0.9884430379988771
llama3.1:8b,CPU,2,54,128,7.289806700999179
llama3.1:8b,GPU,3,54,128,0.9858373219994974
llama3.1:8b,CPU,3,54,128,8.0692456400011
llama3.1:8b,GPU,4,54,128,0.9404923660003988
llama3.1:8b,CPU,4,54,128,1.905352840998603
llama3.1:8b,GPU,5,54,128,0.9599462209989724
llama3.1:8b,CPU,5,54,128,5.790140553999663
llama3.1:8b,GPU,1,56,128,0.973906970999451
llama3.1:8b,CPU,1,56,128,5.000021034999008
llama3.1:8b,GPU,2,56,128,0.9386473419999675
llama3.1:8b,CPU,2,56,128,4.5116780970001855
llama3.1:8b,GPU,3,56,128,0.9439378520000901
llama3.1:8b,CPU,3,56,128,4.781347604000985
llama3.1:8b,GPU,4,56,128,0.9513133439995727
llama3.1:8b,CPU,4,56,128,4.581557728999542
llama3.1:8b,GPU,5,56,128,0.9602366580002126
llama3.1:8b,CPU,5,56,128,4.45722250200015
llama3.1:8b,GPU,1,58,128,0.9839743159991485
llama3.1:8b,CPU,1,58,128,5.2040397679993475
llama3.1:8b,GPU,2,58,128,0.9702135190000263
llama3.1:8b,CPU,2,58,128,4.255848238999533
llama3.1:8b,GPU,3,58,128,0.9747533290010324
llama3.1:8b,CPU,3,58,128,4.374291825999535
llama3.1:8b,GPU,4,58,128,0.9600234049994469
llama3.1:8b,CPU,4,58,128,4.705519224000454
llama3.1:8b,GPU,5,58,128,0.9672728160003317
llama3.1:8b,CPU,5,58,128,7.638622327000121
llama3.1:8b,GPU,1,60,128,0.33225625600061903
llama3.1:8b,CPU,1,60,128,1.7949696270006825
llama3.1:8b,GPU,2,60,128,0.9526320429995394
llama3.1:8b,CPU,2,60,128,1.1634597320007742
llama3.1:8b,GPU,3,60,128,0.4647937660010939
llama3.1:8b,CPU,3,60,128,4.402239967001151
llama3.1:8b,GPU,4,60,128,0.30031714999859105
llama3.1:8b,CPU,4,60,128,1.1809451640001498
llama3.1:8b,GPU,5,60,128,0.9124053920004371
llama3.1:8b,CPU,5,60,128,1.1785755250002694
llama3.1:8b,GPU,1,62,128,0.9786311199986812
llama3.1:8b,CPU,1,62,128,1.8355150719999074
llama3.1:8b,GPU,2,62,128,0.3487489440012723
llama3.1:8b,CPU,2,62,128,4.172507612000118
llama3.1:8b,GPU,3,62,128,0.9393420090000291
llama3.1:8b,CPU,3,62,128,4.485930836999614
llama3.1:8b,GPU,4,62,128,0.9565742080012569
llama3.1:8b,CPU,4,62,128,1.1845045080008276
llama3.1:8b,GPU,5,62,128,1.0412354250001954
llama3.1:8b,CPU,5,62,128,1.1894237060005253
llama3.1:8b,GPU,1,64,128,0.9736868059990229
llama3.1:8b,CPU,1,64,128,5.104457560999435
llama3.1:8b,GPU,2,64,128,0.45249796400094056
llama3.1:8b,CPU,2,64,128,4.534359100998699
llama3.1:8b,GPU,3,64,128,1.0368147330009378
llama3.1:8b,CPU,3,64,128,4.504698356000517
llama3.1:8b,GPU,4,64,128,0.4564014240004326
llama3.1:8b,CPU,4,64,128,4.482216200000039
llama3.1:8b,GPU,5,64,128,0.9916702800001076
llama3.1:8b,CPU,5,64,128,4.493874723000772
llama3.1:8b,GPU,1,66,128,0.9425105610007449
llama3.1:8b,CPU,1,66,128,4.791235320000851
llama3.1:8b,GPU,2,66,128,1.062077213999146
llama3.1:8b,CPU,2,66,128,4.491462070000125
llama3.1:8b,GPU,3,66,128,0.9908206240015716
llama3.1:8b,CPU,3,66,128,4.16418829399845
llama3.1:8b,GPU,4,66,128,1.04223404899858
llama3.1:8b,CPU,4,66,128,4.41236491699965
llama3.1:8b,GPU,5,66,128,0.9744336969997676
llama3.1:8b,CPU,5,66,128,4.400588919999791
llama3.1:8b,GPU,1,68,128,1.0143261100001837
llama3.1:8b,CPU,1,68,128,5.130566313999225
llama3.1:8b,GPU,2,68,128,0.9833857129997341
llama3.1:8b,CPU,2,68,128,4.560915389000002
llama3.1:8b,GPU,3,68,128,0.9931864049995056
llama3.1:8b,CPU,3,68,128,4.766701623000699
llama3.1:8b,GPU,4,68,128,1.2640373759986687
llama3.1:8b,CPU,4,68,128,4.488977429999068
llama3.1:8b,GPU,5,68,128,0.9579313579997688
llama3.1:8b,CPU,5,68,128,4.467348926998966
llama3.1:8b,GPU,1,70,128,0.3107659369998146
llama3.1:8b,CPU,1,70,128,5.102651443001378
llama3.1:8b,GPU,2,70,128,1.0643838119995053
llama3.1:8b,CPU,2,70,128,1.1993155439995462
llama3.1:8b,GPU,3,70,128,0.9899470630007272
llama3.1:8b,CPU,3,70,128,1.1829983379993791
llama3.1:8b,GPU,4,70,128,0.30376411799989
llama3.1:8b,CPU,4,70,128,4.356075993999184
llama3.1:8b,GPU,5,70,128,0.8735115379986382
llama3.1:8b,CPU,5,70,128,4.446834470001704
llama3.1:8b,GPU,1,72,128,1.0256509330010886
llama3.1:8b,CPU,1,72,128,4.763813495999784
llama3.1:8b,GPU,2,72,128,1.0203870370005461
llama3.1:8b,CPU,2,72,128,4.393308768001589
llama3.1:8b,GPU,3,72,128,0.9754300639997382
llama3.1:8b,CPU,3,72,128,1.1674443179999798
llama3.1:8b,GPU,4,72,128,1.0276578209995932
llama3.1:8b,CPU,4,72,128,4.159413224000673
llama3.1:8b,GPU,5,72,128,0.9401551920000202
llama3.1:8b,CPU,5,72,128,4.400872242000332
llama3.1:8b,GPU,1,74,128,0.4645517219996691
llama3.1:8b,CPU,1,74,128,5.026066841999636
llama3.1:8b,GPU,2,74,128,0.9856591019997722
llama3.1:8b,CPU,2,74,128,4.458444837999195
llama3.1:8b,GPU,3,74,128,0.30623262399967643
llama3.1:8b,CPU,3,74,128,4.452466826000091
llama3.1:8b,GPU,4,74,128,1.0459898799999792
llama3.1:8b,CPU,4,74,128,4.113774641000418
llama3.1:8b,GPU,5,74,128,0.3924058430002333
llama3.1:8b,CPU,5,74,128,1.6540204119992268
llama3.1:8b,GPU,1,76,128,0.4461945230013953
llama3.1:8b,CPU,1,76,128,5.132072704000166
llama3.1:8b,GPU,2,76,128,0.9934953190004308
llama3.1:8b,CPU,2,76,128,4.336910649999481
llama3.1:8b,GPU,3,76,128,0.4533856100006233
llama3.1:8b,CPU,3,76,128,3.9185962160008785
llama3.1:8b,GPU,4,76,128,0.9454310380006063
llama3.1:8b,CPU,4,76,128,6.797073026000362
llama3.1:8b,GPU,5,76,128,1.0266910640002607
llama3.1:8b,CPU,5,76,128,7.775138111999695
llama3.1:8b,GPU,1,78,128,0.9994898219993047
llama3.1:8b,CPU,1,78,128,4.935485687999972
llama3.1:8b,GPU,2,78,128,0.9799019720012438
llama3.1:8b,CPU,2,78,128,4.514319375999548
llama3.1:8b,GPU,3,78,128,0.9339102109988744
llama3.1:8b,CPU,3,78,128,4.314919780999844
llama3.1:8b,GPU,4,78,128,0.915471100999639
llama3.1:8b,CPU,4,78,128,4.47152913500031
llama3.1:8b,GPU,5,78,128,1.0346441269994102
llama3.1:8b,CPU,5,78,128,4.467498320000232
llama3.1:8b,GPU,1,80,128,1.0060329000007187
llama3.1:8b,CPU,1,80,128,5.145111566998821
llama3.1:8b,GPU,2,80,128,0.8961075799998071
llama3.1:8b,CPU,2,80,128,4.779972582000482
llama3.1:8b,GPU,3,80,128,1.3122611480011983
llama3.1:8b,CPU,3,80,128,6.111471943000652
llama3.1:8b,GPU,4,80,128,1.1062216379996244
llama3.1:8b,CPU,4,80,128,4.944591494999258
llama3.1:8b,GPU,5,80,128,1.1675079550004739
llama3.1:8b,CPU,5,80,128,4.710631935000492
llama3.1:8b,GPU,1,82,128,1.041847451000649
llama3.1:8b,CPU,1,82,128,5.392334589998427
llama3.1:8b,GPU,2,82,128,1.2399665850007295
llama3.1:8b,CPU,2,82,128,4.5459387930004596
llama3.1:8b,GPU,3,82,128,1.0568604350009991
llama3.1:8b,CPU,3,82,128,4.514381381999556
llama3.1:8b,GPU,4,82,128,0.7623035029992025
llama3.1:8b,CPU,4,82,128,6.069099865999306
llama3.1:8b,GPU,5,82,128,1.1159933079998154
llama3.1:8b,CPU,5,82,128,4.56033276999915
llama3.1:8b,GPU,1,84,128,1.161302758999227
llama3.1:8b,CPU,1,84,128,6.953972655999678
llama3.1:8b,GPU,2,84,128,1.120450473999881
llama3.1:8b,CPU,2,84,128,8.586762771999929
llama3.1:8b,GPU,3,84,128,0.4294476009999926
llama3.1:8b,CPU,3,84,128,4.570936656000413
llama3.1:8b,GPU,4,84,128,1.0844550940000772
llama3.1:8b,CPU,4,84,128,4.5057935870008805
llama3.1:8b,GPU,5,84,128,1.1285817600000883
llama3.1:8b,CPU,5,84,128,4.699082516999624
llama3.1:8b,GPU,1,86,128,1.0063436640011787
llama3.1:8b,CPU,1,86,128,5.490524180000648
llama3.1:8b,GPU,2,86,128,1.0401244409986248
llama3.1:8b,CPU,2,86,128,1.8064339280008426
llama3.1:8b,GPU,3,86,128,1.2610994810002012
llama3.1:8b,CPU,3,86,128,4.5127224200005
llama3.1:8b,GPU,4,86,128,0.4132236469995405
llama3.1:8b,CPU,4,86,128,4.62882436000109
llama3.1:8b,GPU,5,86,128,1.952657805999479
llama3.1:8b,CPU,5,86,128,4.848173758000485
llama3.1:8b,GPU,1,88,128,1.10990910199871
llama3.1:8b,CPU,1,88,128,5.9034556099995825
llama3.1:8b,GPU,2,88,128,1.0716080409983988
llama3.1:8b,CPU,2,88,128,1.343905691001055
llama3.1:8b,GPU,3,88,128,1.0948674440005561
llama3.1:8b,CPU,3,88,128,5.364281760999802
llama3.1:8b,GPU,4,88,128,1.1742927479990612
llama3.1:8b,CPU,4,88,128,1.9382513239997934
llama3.1:8b,GPU,5,88,128,1.1976804879996052
llama3.1:8b,CPU,5,88,128,2.1784453480013326
llama3.1:8b,GPU,1,90,128,1.1431633080010215
llama3.1:8b,CPU,1,90,128,5.982077370999832
llama3.1:8b,GPU,2,90,128,0.493071898999915
llama3.1:8b,CPU,2,90,128,2.2861170649994165
llama3.1:8b,GPU,3,90,128,0.39351714300028107
llama3.1:8b,CPU,3,90,128,4.587074909000876
llama3.1:8b,GPU,4,90,128,0.48219686899938097
llama3.1:8b,CPU,4,90,128,2.1922813350010983
llama3.1:8b,GPU,5,90,128,0.5394066900007601
llama3.1:8b,CPU,5,90,128,4.880319260999386
llama3.1:8b,GPU,1,92,128,1.1644084109993855
llama3.1:8b,CPU,1,92,128,9.240236920000825
llama3.1:8b,GPU,2,92,128,1.119173649000004
llama3.1:8b,CPU,2,92,128,5.1054074019994005
llama3.1:8b,GPU,3,92,128,1.1240296520008997
llama3.1:8b,CPU,3,92,128,4.809819451000294
llama3.1:8b,GPU,4,92,128,1.1520049680002558
llama3.1:8b,CPU,4,92,128,5.121214282000437
llama3.1:8b,GPU,5,92,128,1.0913060160000896
llama3.1:8b,CPU,5,92,128,5.0773997099986445
llama3.1:8b,GPU,1,94,128,1.128232721999666
llama3.1:8b,CPU,1,94,128,5.474672575999648
llama3.1:8b,GPU,2,94,128,1.0544622920006077
llama3.1:8b,CPU,2,94,128,1.9436519430000772
llama3.1:8b,GPU,3,94,128,1.1462318000012601
llama3.1:8b,CPU,3,94,128,4.564381629999843
llama3.1:8b,GPU,4,94,128,1.1719163130001107
llama3.1:8b,CPU,4,94,128,4.527494869998918
llama3.1:8b,GPU,5,94,128,0.48593211700062966
llama3.1:8b,CPU,5,94,128,1.9215140510004858
llama3.1:8b,GPU,1,96,128,1.0608469859998877
llama3.1:8b,CPU,1,96,128,5.2944132030006585
llama3.1:8b,GPU,2,96,128,0.986056419000306
llama3.1:8b,CPU,2,96,128,4.630987934999212
llama3.1:8b,GPU,3,96,128,1.0204959169986978
llama3.1:8b,CPU,3,96,128,4.861315464999279
llama3.1:8b,GPU,4,96,128,1.055919967000591
llama3.1:8b,CPU,4,96,128,5.155306265000036
llama3.1:8b,GPU,5,96,128,0.47326228900055867
llama3.1:8b,CPU,5,96,128,1.841699118998804
llama3.1:8b,GPU,1,98,128,1.1173613339997246
llama3.1:8b,CPU,1,98,128,2.8876454279998143
llama3.1:8b,GPU,2,98,128,1.0705524989989499
llama3.1:8b,CPU,2,98,128,4.503072847999647
llama3.1:8b,GPU,3,98,128,1.0189544330005447
llama3.1:8b,CPU,3,98,128,1.650292124999396
llama3.1:8b,GPU,4,98,128,1.0629201929987175
llama3.1:8b,CPU,4,98,128,1.6117027359996428
llama3.1:8b,GPU,5,98,128,1.1037895129993558
llama3.1:8b,CPU,5,98,128,4.571473138999863
phi3:3.8b,GPU,1,10,128,1.2770405279989063
phi3:3.8b,CPU,1,10,128,7.719389939999019
phi3:3.8b,GPU,2,10,128,1.4230593070005852
phi3:3.8b,CPU,2,10,128,7.137266196001292
phi3:3.8b,GPU,3,10,128,1.1238326450002205
phi3:3.8b,CPU,3,10,128,10.407073047001177
phi3:3.8b,GPU,4,10,128,1.1289112850008678
phi3:3.8b,CPU,4,10,128,5.848819445000117
phi3:3.8b,GPU,5,10,128,1.1800755269996444
phi3:3.8b,CPU,5,10,128,5.108608092001305
phi3:3.8b,GPU,1,12,128,0.25882017399999313
phi3:3.8b,CPU,1,12,128,5.5312379879997025
phi3:3.8b,GPU,2,12,128,0.20869403100005002
phi3:3.8b,CPU,2,12,128,2.112648991000242
phi3:3.8b,GPU,3,12,128,0.17811194400019303
phi3:3.8b,CPU,3,12,128,2.5871256059999723
phi3:3.8b,GPU,4,12,128,0.17194662600013544
phi3:3.8b,CPU,4,12,128,1.0475347680003324
phi3:3.8b,GPU,5,12,128,0.19873946200095816
phi3:3.8b,CPU,5,12,128,9.966001921000498
phi3:3.8b,GPU,1,14,128,1.5432886370017513
phi3:3.8b,CPU,1,14,128,1.9761283030002232
phi3:3.8b,GPU,2,14,128,1.2683722790006868
phi3:3.8b,CPU,2,14,128,1.806583404999401
phi3:3.8b,GPU,3,14,128,0.975460486000884
phi3:3.8b,CPU,3,14,128,10.11953141399863
phi3:3.8b,GPU,4,14,128,0.8913062619994889
phi3:3.8b,CPU,4,14,128,5.147393614999601
phi3:3.8b,GPU,5,14,128,0.4545254099994054
phi3:3.8b,CPU,5,14,128,4.9797402339991095
phi3:3.8b,GPU,1,16,128,1.6965045439992537
phi3:3.8b,CPU,1,16,128,2.7650108419984463
phi3:3.8b,GPU,2,16,128,1.8271316829996067
phi3:3.8b,CPU,2,16,128,8.729108154999267
phi3:3.8b,GPU,3,16,128,0.36097324900038075
phi3:3.8b,CPU,3,16,128,8.355688817000555
phi3:3.8b,GPU,4,16,128,0.5296208759991714
phi3:3.8b,CPU,4,16,128,10.34903746800046
phi3:3.8b,GPU,5,16,128,1.7812188530006097
phi3:3.8b,CPU,5,16,128,5.767531303999931
phi3:3.8b,GPU,1,18,128,0.4137953039989952
phi3:3.8b,CPU,1,18,128,10.156772492999153
phi3:3.8b,GPU,2,18,128,0.49020650099919294
phi3:3.8b,CPU,2,18,128,9.797867426999801
phi3:3.8b,GPU,3,18,128,0.725983021000502
phi3:3.8b,CPU,3,18,128,8.272880098000314
phi3:3.8b,GPU,4,18,128,0.7505459120002342
phi3:3.8b,CPU,4,18,128,6.448299073999806
phi3:3.8b,GPU,5,18,128,1.604795427998397
phi3:3.8b,CPU,5,18,128,4.873976582999603
phi3:3.8b,GPU,1,20,128,1.0349670939995121
phi3:3.8b,CPU,1,20,128,10.720581886998843
phi3:3.8b,GPU,2,20,128,1.717020826999942
phi3:3.8b,CPU,2,20,128,9.90253910499996
phi3:3.8b,GPU,3,20,128,1.8292450119988644
phi3:3.8b,CPU,3,20,128,2.7654374270005064
phi3:3.8b,GPU,4,20,128,1.6961310469996533
phi3:3.8b,CPU,4,20,128,3.6839526429994294
phi3:3.8b,GPU,5,20,128,1.371807629999239
phi3:3.8b,CPU,5,20,128,3.1366052869998384
phi3:3.8b,GPU,1,22,128,2.2987055690009583
phi3:3.8b,CPU,1,22,128,7.76356527399912
phi3:3.8b,GPU,2,22,128,1.8189324459999625
phi3:3.8b,CPU,2,22,128,10.020455033998587
phi3:3.8b,GPU,3,22,128,0.866403588999674
phi3:3.8b,CPU,3,22,128,2.5597568869998213
phi3:3.8b,GPU,4,22,128,1.8339693129983061
phi3:3.8b,CPU,4,22,128,10.449739575000422
phi3:3.8b,GPU,5,22,128,1.8430973009999434
phi3:3.8b,CPU,5,22,128,10.989171481000085
phi3:3.8b,GPU,1,24,128,1.4488707090004027
phi3:3.8b,CPU,1,24,128,10.51076218200069
phi3:3.8b,GPU,2,24,128,1.6311160850000306
phi3:3.8b,CPU,2,24,128,9.877483263000613
phi3:3.8b,GPU,3,24,128,1.7735777660000167
phi3:3.8b,CPU,3,24,128,9.857746521000081
phi3:3.8b,GPU,4,24,128,1.6832130290003988
phi3:3.8b,CPU,4,24,128,5.877980016000947
phi3:3.8b,GPU,5,24,128,1.6072894540011475
phi3:3.8b,CPU,5,24,128,10.313991163000537
phi3:3.8b,GPU,1,26,128,1.330899334001515
phi3:3.8b,CPU,1,26,128,8.213493495000876
phi3:3.8b,GPU,2,26,128,1.629596466998919
phi3:3.8b,CPU,2,26,128,9.557411440000578
phi3:3.8b,GPU,3,26,128,1.537944157000311
phi3:3.8b,CPU,3,26,128,9.325528552999458
phi3:3.8b,GPU,4,26,128,1.4894629859991255
phi3:3.8b,CPU,4,26,128,9.239633811001113
phi3:3.8b,GPU,5,26,128,1.5068697940005222
phi3:3.8b,CPU,5,26,128,5.157730367998738
phi3:3.8b,GPU,1,28,128,0.7741135919986846
phi3:3.8b,CPU,1,28,128,9.647437249999712
phi3:3.8b,GPU,2,28,128,0.9630395349995524
phi3:3.8b,CPU,2,28,128,9.16706733799947
phi3:3.8b,GPU,3,28,128,1.436420261999956
phi3:3.8b,CPU,3,28,128,9.204999087998658
phi3:3.8b,GPU,4,28,128,1.1643704669986619
phi3:3.8b,CPU,4,28,128,9.107365443000162
phi3:3.8b,GPU,5,28,128,1.4241754459999356
phi3:3.8b,CPU,5,28,128,9.164811354999983
phi3:3.8b,GPU,1,30,128,0.3478519679993042
phi3:3.8b,CPU,1,30,128,5.560208347998923
phi3:3.8b,GPU,2,30,128,0.923198266998952
phi3:3.8b,CPU,2,30,128,9.112474210000073
phi3:3.8b,GPU,3,30,128,1.4573434550002276
phi3:3.8b,CPU,3,30,128,3.733606065001368
phi3:3.8b,GPU,4,30,128,0.26396317000035197
phi3:3.8b,CPU,4,30,128,9.097131454000191
