model,run,words,model_size,CPU,GPU,speedup
llama3.1:8b,5,36,8b,5.387589886999194,1.0060151970010338,5.355376243877614
llama3.1:8b,5,38,8b,1.8839985089998663,0.4393850859996746,4.287807140093193
llama3.1:8b,5,40,8b,1.8917118469998968,0.960333435999928,1.9698489879509293
llama3.1:8b,5,42,8b,3.4330488969990256,0.2961303789998055,11.59303178753329
llama3.1:8b,5,44,8b,4.160022358999413,0.923423090000142,4.505001449550902
llama3.1:8b,5,46,8b,4.983052371000667,0.9862579420005204,5.052483897765193
llama3.1:8b,5,48,8b,4.477482214000702,0.9824985569994168,4.557240498830941
llama3.1:8b,5,50,8b,1.4024361459996726,0.998563031998856,1.4044543018905584
llama3.1:8b,5,52,8b,4.496010812999884,0.979051131000233,4.592212470462704
llama3.1:8b,5,54,8b,5.790140553999663,0.9599462209989724,6.031734306922035
llama3.1:8b,5,56,8b,4.45722250200015,0.9602366580002126,4.6417958165466775
llama3.1:8b,5,58,8b,7.638622327000121,0.9672728160003315,7.897071230209681
llama3.1:8b,5,60,8b,1.1785755250002694,0.9124053920004372,1.2917235423349018
llama3.1:8b,5,62,8b,1.1894237060005253,1.0412354250001954,1.142319668964684
llama3.1:8b,5,64,8b,4.493874723000772,0.9916702800001076,4.531621864275578
llama3.1:8b,5,66,8b,4.400588919999791,0.9744336969997676,4.516047560289616
llama3.1:8b,5,68,8b,4.467348926998966,0.9579313579997688,4.663537621659154
llama3.1:8b,5,70,8b,4.446834470001704,0.8735115379986382,5.090756419989768
llama3.1:8b,5,72,8b,4.400872242000332,0.9401551920000202,4.681006156694434
llama3.1:8b,5,74,8b,1.6540204119992268,0.3924058430002333,4.215075900381645
llama3.1:8b,5,76,8b,7.775138111999695,1.026691064000261,7.573006510552155
llama3.1:8b,5,78,8b,4.467498320000232,1.0346441269994102,4.317908161288754
llama3.1:8b,5,80,8b,4.710631935000492,1.167507955000474,4.034775022152701
llama3.1:8b,5,82,8b,4.56033276999915,1.1159933079998154,4.086344189798586
llama3.1:8b,5,84,8b,4.699082516999624,1.1285817600000885,4.163705886048748
llama3.1:8b,5,86,8b,4.848173758000485,1.952657805999479,2.4828588722020957
llama3.1:8b,5,88,8b,2.1784453480013326,1.1976804879996052,1.8188868983244642
llama3.1:8b,5,90,8b,4.880319260999386,0.5394066900007601,9.04756902624346
llama3.1:8b,5,92,8b,5.0773997099986445,1.0913060160000896,4.652590231847698
