backend,model_size,words,mean_sec,median_sec,min_sec,max_sec,std_sec,count,machine,test_name
CPU,3b,40,7.092225115466863,6.842969157267362,6.66961219208315,7.745773345697671,0.47151913196071443,5,Machine_B,Test9
CPU,3b,42,8.039839709643275,7.318851330317557,6.218350908253342,12.023943793959916,2.2776020097166776,5,Machine_B,Test9
CPU,3b,44,7.951613806560635,7.309052076656371,5.3478018110618,14.149175845086576,3.584004585854542,5,Machine_B,Test9
CPU,3b,46,6.74676963808015,6.669417645782232,5.856645763851702,7.336021624971181,0.5838037936086378,5,Machine_B,Test9
CPU,3b,48,6.7032123013399545,6.667863323353231,6.233569858130068,7.32594772009179,0.4486546648457588,5,Machine_B,Test9
CPU,3b,50,8.35442422432825,7.716168565209955,5.902735628187656,14.147824055980893,3.359649242332314,5,Machine_B,Test9
CPU,3b,52,7.697577981650829,6.222948717884719,5.356918537057936,14.141556318849323,3.6453208325902375,5,Machine_B,Test9
CPU,3b,54,6.474176244530827,6.675941111985594,5.357407263945788,7.128609681036323,0.6930263804900794,5,Machine_B,Test9
CPU,3b,56,6.284945473540574,6.684471547137946,5.043285763822496,6.9818153427913785,0.8367414143035136,5,Machine_B,Test9
CPU,3b,58,6.840118596330285,6.811367272865027,6.693112006876618,6.986628938931972,0.1115032833165046,5,Machine_B,Test9
CPU,3b,60,6.457226557750255,6.796862356830388,4.153515986632556,7.453292413149029,1.3158768884159366,5,Machine_B,Test9
CPU,3b,62,6.2202408073469995,6.365745233371854,5.477557945996523,6.980132294818759,0.7110536665500149,5,Machine_B,Test9
CPU,3b,64,7.1741442629136145,7.144523431081325,5.707196501083672,8.973375317174941,1.1764754723517772,5,Machine_B,Test9
CPU,3b,66,6.864546127431095,6.810850244015455,6.253670501988381,7.3185681742616,0.4057640564228914,5,Machine_B,Test9
CPU,3b,68,6.956764729227871,6.809491000138223,6.796251208987087,7.375688849948347,0.24908066437863505,5,Machine_B,Test9
CPU,3b,70,7.006144765391946,6.931487401947379,6.584091445896775,7.338691951241344,0.3017249829672971,5,Machine_B,Test9
CPU,3b,72,6.873286635428667,6.832494705915451,6.800882074050605,6.9943282711319625,0.08349235658325979,5,Machine_B,Test9
CPU,3b,74,6.3706480781547725,6.379912612959743,5.501862506382167,6.817106980830431,0.5369245299131277,5,Machine_B,Test9
CPU,3b,76,8.064514585584401,7.335304523818195,4.1707658539526165,14.183741428423671,3.6997156945575522,5,Machine_B,Test9
CPU,3b,78,7.3047716414555905,7.233231132850051,5.172811942175031,11.02978947898373,2.3593251537287045,5,Machine_B,Test9
