model,backend,run,words,num_predict,seconds
llama3.1:8b,CPU,1,20,128,0.9137585449998369
llama3.1:8b,GPU,2,20,128,0.5306256140002006
llama3.1:8b,CPU,2,20,128,2.7052079869999943
llama3.1:8b,GPU,3,20,128,0.22097769900028652
llama3.1:8b,CPU,3,20,128,2.7077613480000764
llama3.1:8b,GPU,4,20,128,0.5064906019997579
llama3.1:8b,CPU,4,20,128,0.8277780280000115
llama3.1:8b,GPU,5,20,128,1.4475567509998655
llama3.1:8b,CPU,5,20,128,0.8241800000000694
llama3.1:8b,GPU,1,22,128,0.31185608199984927
llama3.1:8b,CPU,1,22,128,1.402270282000245
llama3.1:8b,GPU,2,22,128,0.3836863779997657
llama3.1:8b,CPU,2,22,128,0.8198776509998424
llama3.1:8b,GPU,3,22,128,0.3650940030001948
llama3.1:8b,CPU,3,22,128,1.8237652709999566
llama3.1:8b,GPU,4,22,128,0.6696228229998269
llama3.1:8b,CPU,4,22,128,1.8008676509998622
llama3.1:8b,GPU,5,22,128,0.27236497900003087
llama3.1:8b,CPU,5,22,128,1.8926089970000248
llama3.1:8b,GPU,1,24,128,0.4117138139999952
llama3.1:8b,CPU,1,24,128,2.2433631809999497
llama3.1:8b,GPU,2,24,128,0.6474093870001525
llama3.1:8b,CPU,2,24,128,1.8311901480001325
llama3.1:8b,GPU,3,24,128,0.4656495240001277
llama3.1:8b,CPU,3,24,128,1.8382020150002063
llama3.1:8b,GPU,4,24,128,0.49112617399987357
llama3.1:8b,CPU,4,24,128,1.2366632899997967
llama3.1:8b,GPU,5,24,128,0.22618424900019818
llama3.1:8b,CPU,5,24,128,1.3142653959998825
llama3.1:8b,GPU,1,26,128,0.3965056909996747
llama3.1:8b,CPU,1,26,128,1.423714352999923
llama3.1:8b,GPU,2,26,128,0.2948495279997587
llama3.1:8b,CPU,2,26,128,1.553650370000014
llama3.1:8b,GPU,3,26,128,0.20379505099981543
llama3.1:8b,CPU,3,26,128,1.8063081029999921
llama3.1:8b,GPU,4,26,128,0.27993494100019234
llama3.1:8b,CPU,4,26,128,1.2289219340000272
llama3.1:8b,GPU,5,26,128,0.3605667580000045
llama3.1:8b,CPU,5,26,128,1.8090966590002608
llama3.1:8b,GPU,1,28,128,0.5080221900002471
llama3.1:8b,CPU,1,28,128,1.3281623769998987
llama3.1:8b,GPU,2,28,128,0.3029790679997859
llama3.1:8b,CPU,2,28,128,1.152507174999755
llama3.1:8b,GPU,3,28,128,0.36351632900004915
llama3.1:8b,CPU,3,28,128,1.8062998579998748
llama3.1:8b,GPU,4,28,128,0.37012209599970447
llama3.1:8b,CPU,4,28,128,1.3145118120000916
llama3.1:8b,GPU,5,28,128,0.3693467790003524
llama3.1:8b,CPU,5,28,128,1.3196489609999844
llama3.1:8b,GPU,1,30,128,0.30358018500010076
llama3.1:8b,CPU,1,30,128,1.4140921379998872
llama3.1:8b,GPU,2,30,128,0.2888011750001169
llama3.1:8b,CPU,2,30,128,0.8304911010000069
llama3.1:8b,GPU,3,30,128,0.28202069599956303
llama3.1:8b,CPU,3,30,128,0.8266089059998194
llama3.1:8b,GPU,4,30,128,0.28683877200001007
llama3.1:8b,CPU,4,30,128,0.8246783029999278
llama3.1:8b,GPU,5,30,128,0.28595463899955575
llama3.1:8b,CPU,5,30,128,0.8266717550000067
llama3.1:8b,GPU,1,32,128,0.3009705170002235
llama3.1:8b,CPU,1,32,128,1.39868602200022
llama3.1:8b,GPU,2,32,128,0.2827773980002348
llama3.1:8b,CPU,2,32,128,1.33333675699987
llama3.1:8b,GPU,3,32,128,0.2837853549999636
llama3.1:8b,CPU,3,32,128,1.3137739959997816
llama3.1:8b,GPU,4,32,128,0.28594633300008354
llama3.1:8b,CPU,4,32,128,1.327637956000217
llama3.1:8b,GPU,5,32,128,0.2844171510000706
llama3.1:8b,CPU,5,32,128,1.3137217089997648
llama3.1:8b,GPU,1,34,128,0.22016206600028454
llama3.1:8b,CPU,1,34,128,3.287991688999682
llama3.1:8b,GPU,2,34,128,0.4192807899999025
llama3.1:8b,CPU,2,34,128,0.8266874340001777
llama3.1:8b,GPU,3,34,128,0.2835176290000163
llama3.1:8b,CPU,3,34,128,1.3204576309999538
llama3.1:8b,GPU,4,34,128,0.28224082299993825
llama3.1:8b,CPU,4,34,128,2.392159940000056
llama3.1:8b,GPU,5,34,128,0.27885988599973643
llama3.1:8b,CPU,5,34,128,0.8246442580002622
llama3.1:8b,GPU,1,36,128,0.30331383100019593
llama3.1:8b,CPU,1,36,128,0.9165931070001534
llama3.1:8b,GPU,2,36,128,0.28258892199983165
llama3.1:8b,CPU,2,36,128,0.8268362359999628
llama3.1:8b,GPU,3,36,128,0.2886514609999722
llama3.1:8b,CPU,3,36,128,1.3137092440001652
llama3.1:8b,GPU,4,36,128,0.284085473000232
llama3.1:8b,CPU,4,36,128,0.8420574729998407
llama3.1:8b,GPU,5,36,128,0.28707348500029184
llama3.1:8b,CPU,5,36,128,0.8288704840001628
llama3.1:8b,GPU,1,38,128,0.5478802470001938
llama3.1:8b,CPU,1,38,128,1.2458549399998446
llama3.1:8b,GPU,2,38,128,0.5401050179998492
llama3.1:8b,CPU,2,38,128,2.3990732399997796
llama3.1:8b,GPU,3,38,128,0.28496959600033733
llama3.1:8b,CPU,3,38,128,1.3209359560000848
llama3.1:8b,GPU,4,38,128,0.2097547260000283
llama3.1:8b,CPU,4,38,128,2.712448787000085
llama3.1:8b,GPU,5,38,128,0.2839642540002387
llama3.1:8b,CPU,5,38,128,0.8311241379997227
llama3.1:8b,GPU,1,40,128,0.5769513679997544
llama3.1:8b,CPU,1,40,128,3.1463164729998425
llama3.1:8b,GPU,2,40,128,0.5600908289998188
llama3.1:8b,CPU,2,40,128,2.796090679000372
llama3.1:8b,GPU,3,40,128,0.5747938760000579
llama3.1:8b,CPU,3,40,128,0.9918129959996804
llama3.1:8b,GPU,4,40,128,0.28667171600000074
llama3.1:8b,CPU,4,40,128,2.8769540650000636
llama3.1:8b,GPU,5,40,128,0.28251232699994944
llama3.1:8b,CPU,5,40,128,2.9614672450002217
llama3.1:8b,GPU,1,42,128,0.2276849689997107
llama3.1:8b,CPU,1,42,128,3.1295160679997025
llama3.1:8b,GPU,2,42,128,0.5702514710001196
llama3.1:8b,CPU,2,42,128,3.0510634339998433
llama3.1:8b,GPU,3,42,128,0.26415844300026947
llama3.1:8b,CPU,3,42,128,2.870151844999782
llama3.1:8b,GPU,4,42,128,0.5594818469999154
llama3.1:8b,CPU,4,42,128,3.0331474479999088
llama3.1:8b,GPU,5,42,128,0.47012009299987767
llama3.1:8b,CPU,5,42,128,0.9944206599998324
llama3.1:8b,GPU,1,44,128,0.5472747819999313
llama3.1:8b,CPU,1,44,128,1.332404743999632
llama3.1:8b,GPU,2,44,128,0.557250164999914
llama3.1:8b,CPU,2,44,128,1.8888113220000378
llama3.1:8b,GPU,3,44,128,0.5298143079999136
llama3.1:8b,CPU,3,44,128,3.1261354520001987
llama3.1:8b,GPU,4,44,128,0.5315118299999995
llama3.1:8b,CPU,4,44,128,1.2343486809995738
llama3.1:8b,GPU,5,44,128,0.5660936650001531
llama3.1:8b,CPU,5,44,128,2.868495982999775
llama3.1:8b,GPU,1,46,128,0.5750055759999668
llama3.1:8b,CPU,1,46,128,1.1547932290000062
llama3.1:8b,GPU,2,46,128,0.2981565639997825
llama3.1:8b,CPU,2,46,128,3.038875115999872
llama3.1:8b,GPU,3,46,128,0.5396987359999912
llama3.1:8b,CPU,3,46,128,1.2437745130000621
llama3.1:8b,GPU,4,46,128,0.5517536620000101
llama3.1:8b,CPU,4,46,128,3.1014197220001734
llama3.1:8b,GPU,5,46,128,0.5833370679997643
llama3.1:8b,CPU,5,46,128,0.9913417099996877
llama3.1:8b,GPU,1,48,128,0.31351386500000444
llama3.1:8b,CPU,1,48,128,3.05621304899978
llama3.1:8b,GPU,2,48,128,0.5599208090002321
llama3.1:8b,CPU,2,48,128,2.9654481779998605
llama3.1:8b,GPU,3,48,128,0.23057278999976916
llama3.1:8b,CPU,3,48,128,0.8293597940000836
llama3.1:8b,GPU,4,48,128,0.5590915279999535
llama3.1:8b,CPU,4,48,128,3.036400672000127
llama3.1:8b,GPU,5,48,128,0.2078826530000697
llama3.1:8b,CPU,5,48,128,3.2880646899998283
llama3.1:8b,GPU,1,50,128,0.24509189199989123
llama3.1:8b,CPU,1,50,128,2.975027817999944
llama3.1:8b,GPU,2,50,128,0.5603926410003623
llama3.1:8b,CPU,2,50,128,3.0416371979999894
llama3.1:8b,GPU,3,50,128,0.3006253199996536
llama3.1:8b,CPU,3,50,128,2.8807520690002093
llama3.1:8b,GPU,4,50,128,0.23662463900018338
llama3.1:8b,CPU,4,50,128,1.405958341999849
llama3.1:8b,GPU,5,50,128,0.5336007280002377
llama3.1:8b,CPU,5,50,128,2.880558492000091
llama3.1:8b,GPU,1,52,128,0.246905976999642
llama3.1:8b,CPU,1,52,128,2.9671442499998193
llama3.1:8b,GPU,2,52,128,0.23244732900002418
llama3.1:8b,CPU,2,52,128,0.9959482730000673
llama3.1:8b,GPU,3,52,128,0.5324476249998042
llama3.1:8b,CPU,3,52,128,3.137288052000258
llama3.1:8b,GPU,4,52,128,0.5374207009999736
llama3.1:8b,CPU,4,52,128,2.897666708000088
llama3.1:8b,GPU,5,52,128,0.563800504000028
llama3.1:8b,CPU,5,52,128,2.8781934840003487
llama3.1:8b,GPU,1,54,128,0.2222417130001304
llama3.1:8b,CPU,1,54,128,3.227512890000071
llama3.1:8b,GPU,2,54,128,0.5564176240000052
llama3.1:8b,CPU,2,54,128,2.9618360879999273
llama3.1:8b,GPU,3,54,128,0.5345826369998576
llama3.1:8b,CPU,3,54,128,2.958121884999855
llama3.1:8b,GPU,4,54,128,0.20843585100010387
llama3.1:8b,CPU,4,54,128,0.8275199689996953
llama3.1:8b,GPU,5,54,128,0.2075388930002191
llama3.1:8b,CPU,5,54,128,0.9895077879996279
llama3.1:8b,GPU,1,56,128,0.5435307009997814
llama3.1:8b,CPU,1,56,128,3.1381100280000283
llama3.1:8b,GPU,2,56,128,0.2080748569997013
llama3.1:8b,CPU,2,56,128,3.0472595250002996
llama3.1:8b,GPU,3,56,128,0.2342842380003276
llama3.1:8b,CPU,3,56,128,2.7133903550002287
llama3.1:8b,GPU,4,56,128,0.54045961599968
llama3.1:8b,CPU,4,56,128,0.9910564699998758
llama3.1:8b,GPU,5,56,128,0.2341172110000116
llama3.1:8b,CPU,5,56,128,3.710284107999996
llama3.1:8b,GPU,1,58,128,0.5841141500000049
llama3.1:8b,CPU,1,58,128,3.1394175440000254
llama3.1:8b,GPU,2,58,128,0.20881917699989572
llama3.1:8b,CPU,2,58,128,0.9979044570000042
llama3.1:8b,GPU,3,58,128,0.27555923499994606
llama3.1:8b,CPU,3,58,128,3.043135755000094
llama3.1:8b,GPU,4,58,128,0.2707986609998443
llama3.1:8b,CPU,4,58,128,0.9973462299999483
llama3.1:8b,GPU,5,58,128,0.2680086069999561
llama3.1:8b,CPU,5,58,128,3.0528100049996283
llama3.1:8b,GPU,1,60,128,0.5477871210000558
llama3.1:8b,CPU,1,60,128,0.9207460910001828
llama3.1:8b,GPU,2,60,128,0.2096904669997457
llama3.1:8b,CPU,2,60,128,0.8297374879998642
llama3.1:8b,GPU,3,60,128,0.20329609899999923
llama3.1:8b,CPU,3,60,128,0.8316873110002234
llama3.1:8b,GPU,4,60,128,0.2076709419998224
llama3.1:8b,CPU,4,60,128,0.822834686999613
llama3.1:8b,GPU,5,60,128,0.5325725319999037
llama3.1:8b,CPU,5,60,128,0.8290173949999371
llama3.1:8b,GPU,1,62,128,0.31179323700007444
llama3.1:8b,CPU,1,62,128,1.0820763729998362
llama3.1:8b,GPU,2,62,128,0.24880449200009025
llama3.1:8b,CPU,2,62,128,0.9970733230002224
llama3.1:8b,GPU,3,62,128,0.23381188300027134
llama3.1:8b,CPU,3,62,128,0.9949618050000026
llama3.1:8b,GPU,4,62,128,0.24364644600018437
llama3.1:8b,CPU,4,62,128,1.0780983409999862
llama3.1:8b,GPU,5,62,128,0.2072575400002279
llama3.1:8b,CPU,5,62,128,3.054096571000173
llama3.1:8b,GPU,1,64,128,0.2579882930003805
llama3.1:8b,CPU,1,64,128,1.1842659580001964
llama3.1:8b,GPU,2,64,128,0.22021885300000577
llama3.1:8b,CPU,2,64,128,0.994361648999984
llama3.1:8b,GPU,3,64,128,0.24917436300029294
llama3.1:8b,CPU,3,64,128,1.0838992249996409
llama3.1:8b,GPU,4,64,128,0.22959235200005423
llama3.1:8b,CPU,4,64,128,1.085142279000138
llama3.1:8b,GPU,5,64,128,0.23592020500018407
llama3.1:8b,CPU,5,64,128,1.0737713070002428
llama3.1:8b,GPU,1,66,128,0.24335002399993755
llama3.1:8b,CPU,1,66,128,1.0913684189999913
llama3.1:8b,GPU,2,66,128,0.23408848600001875
llama3.1:8b,CPU,2,66,128,0.8260475719998794
llama3.1:8b,GPU,3,66,128,0.24626350099970296
llama3.1:8b,CPU,3,66,128,0.9995219300003555
llama3.1:8b,GPU,4,66,128,0.20439495899972826
llama3.1:8b,CPU,4,66,128,0.9901852299999518
llama3.1:8b,GPU,5,66,128,0.2319801839998945
llama3.1:8b,CPU,5,66,128,0.9959243370003605
llama3.1:8b,GPU,1,68,128,0.2585994699998082
llama3.1:8b,CPU,1,68,128,1.0864819260000331
llama3.1:8b,GPU,2,68,128,0.24740142600012405
llama3.1:8b,CPU,2,68,128,2.971699976000309
llama3.1:8b,GPU,3,68,128,0.23551498799997717
llama3.1:8b,CPU,3,68,128,1.002984156000366
llama3.1:8b,GPU,4,68,128,0.27066973599994526
llama3.1:8b,CPU,4,68,128,0.9986817290000545
llama3.1:8b,GPU,5,68,128,0.23423625600025844
llama3.1:8b,CPU,5,68,128,1.0814406399999825
llama3.1:8b,GPU,1,70,128,0.2844446799999787
llama3.1:8b,CPU,1,70,128,1.0879202490000353
llama3.1:8b,GPU,2,70,128,0.23472250699978758
llama3.1:8b,CPU,2,70,128,1.2459071110001787
llama3.1:8b,GPU,3,70,128,0.2075947289999931
llama3.1:8b,CPU,3,70,128,1.2457512350001707
llama3.1:8b,GPU,4,70,128,0.551171609999983
llama3.1:8b,CPU,4,70,128,1.241904722000072
llama3.1:8b,GPU,5,70,128,0.2734699380002894
llama3.1:8b,CPU,5,70,128,1.2396063299997877
llama3.1:8b,GPU,1,72,128,0.5764112239999122
llama3.1:8b,CPU,1,72,128,3.159751898000195
llama3.1:8b,GPU,2,72,128,0.24879831099997318
llama3.1:8b,CPU,2,72,128,1.2526755980002235
llama3.1:8b,GPU,3,72,128,0.27315128500003993
llama3.1:8b,CPU,3,72,128,2.9945181849998335
llama3.1:8b,GPU,4,72,128,0.22197721299971818
llama3.1:8b,CPU,4,72,128,3.4345762110001488
llama3.1:8b,GPU,5,72,128,0.5933405109999512
llama3.1:8b,CPU,5,72,128,3.4075869560001593
llama3.1:8b,GPU,1,74,128,0.3202804180000385
llama3.1:8b,CPU,1,74,128,1.4530593919998864
llama3.1:8b,GPU,2,74,128,0.5763412709998192
llama3.1:8b,CPU,2,74,128,1.3164507209999101
llama3.1:8b,GPU,3,74,128,0.28049732499994207
llama3.1:8b,CPU,3,74,128,1.2565135260001625
llama3.1:8b,GPU,4,74,128,0.27599007000026177
llama3.1:8b,CPU,4,74,128,1.2653863069999716
llama3.1:8b,GPU,5,74,128,0.274285102000249
llama3.1:8b,CPU,5,74,128,1.258345995000127
llama3.1:8b,GPU,1,76,128,0.2868826660001105
llama3.1:8b,CPU,1,76,128,3.1672373930000504
llama3.1:8b,GPU,2,76,128,0.27317461900020135
llama3.1:8b,CPU,2,76,128,2.9109046959997613
llama3.1:8b,GPU,3,76,128,0.27009383599988723
llama3.1:8b,CPU,3,76,128,2.8994527810000363
llama3.1:8b,GPU,4,76,128,0.5396241640000881
llama3.1:8b,CPU,4,76,128,1.2485987180002667
llama3.1:8b,GPU,5,76,128,0.5424704540000675
llama3.1:8b,CPU,5,76,128,2.7592779369997515
llama3.1:8b,GPU,1,78,128,0.263538613000037
llama3.1:8b,CPU,1,78,128,1.1800445339999897
llama3.1:8b,GPU,2,78,128,0.23192746399990938
llama3.1:8b,CPU,2,78,128,1.2505749189999733
llama3.1:8b,GPU,3,78,128,0.5487346859999889
llama3.1:8b,CPU,3,78,128,1.2409854819998145
llama3.1:8b,GPU,4,78,128,0.2361203740001656
llama3.1:8b,CPU,4,78,128,2.939197861000139
llama3.1:8b,GPU,5,78,128,0.24798962899967592
llama3.1:8b,CPU,5,78,128,1.0877472719998877
llama3.1:8b,GPU,1,80,128,0.28284250600017913
llama3.1:8b,CPU,1,80,128,1.1745744869999726
llama3.1:8b,GPU,2,80,128,0.3020246500000212
llama3.1:8b,CPU,2,80,128,1.0119791279998935
llama3.1:8b,GPU,3,80,128,0.2377963579997413
llama3.1:8b,CPU,3,80,128,3.008894848000182
llama3.1:8b,GPU,4,80,128,0.27386078900008215
llama3.1:8b,CPU,4,80,128,1.2405111329999272
llama3.1:8b,GPU,5,80,128,0.2715241339997192
llama3.1:8b,CPU,5,80,128,1.2431039429998236
llama3.1:8b,GPU,1,82,128,0.22086401500018837
llama3.1:8b,CPU,1,82,128,1.1722666559999197
llama3.1:8b,GPU,2,82,128,0.23003480100032903
llama3.1:8b,CPU,2,82,128,1.0803801020001629
llama3.1:8b,GPU,3,82,128,0.23455257500017979
llama3.1:8b,CPU,3,82,128,1.2468976270001804
llama3.1:8b,GPU,4,82,128,0.23601990299994213
llama3.1:8b,CPU,4,82,128,1.243571017999784
llama3.1:8b,GPU,5,82,128,0.2711787100001857
llama3.1:8b,CPU,5,82,128,1.2382332199999837
llama3.1:8b,GPU,1,84,128,0.5608767379999335
llama3.1:8b,CPU,1,84,128,1.3358176239999011
llama3.1:8b,GPU,2,84,128,0.23069456999974136
llama3.1:8b,CPU,2,84,128,1.2441327810001894
llama3.1:8b,GPU,3,84,128,0.2695869459998903
llama3.1:8b,CPU,3,84,128,1.0839334900001631
llama3.1:8b,GPU,4,84,128,0.260801168999933
llama3.1:8b,CPU,4,84,128,1.15887908600007
llama3.1:8b,GPU,5,84,128,0.27435378300015145
llama3.1:8b,CPU,5,84,128,1.2415481769999133
llama3.1:8b,GPU,1,86,128,0.28584552299980714
llama3.1:8b,CPU,1,86,128,1.3340233170001738
llama3.1:8b,GPU,2,86,128,0.27513288800037117
llama3.1:8b,CPU,2,86,128,1.244091803000174
llama3.1:8b,GPU,3,86,128,0.2334239280003203
llama3.1:8b,CPU,3,86,128,1.084277581999686
llama3.1:8b,GPU,4,86,128,0.23433361099978356
llama3.1:8b,CPU,4,86,128,1.0894440439997197
llama3.1:8b,GPU,5,86,128,0.24842551499978072
llama3.1:8b,CPU,5,86,128,1.2415055759997813
llama3.1:8b,GPU,1,88,128,0.24586235100014164
llama3.1:8b,CPU,1,88,128,1.1733516109998163
llama3.1:8b,GPU,2,88,128,0.2470408529998167
llama3.1:8b,CPU,2,88,128,1.074867071999961
llama3.1:8b,GPU,3,88,128,0.329883351999797
llama3.1:8b,CPU,3,88,128,1.0811311840002418
llama3.1:8b,GPU,4,88,128,0.24373045400034243
llama3.1:8b,CPU,4,88,128,0.998359057000016
llama3.1:8b,GPU,5,88,128,0.5817304560000593
llama3.1:8b,CPU,5,88,128,2.900892575999933
llama3.1:8b,GPU,1,90,128,0.25687197900015235
llama3.1:8b,CPU,1,90,128,1.3341810349998013
llama3.1:8b,GPU,2,90,128,0.271939330999885
llama3.1:8b,CPU,2,90,128,1.2487191159998474
llama3.1:8b,GPU,3,90,128,0.2568247489998612
llama3.1:8b,CPU,3,90,128,1.245700670000133
llama3.1:8b,GPU,4,90,128,0.2592146050001247
llama3.1:8b,CPU,4,90,128,1.2440553739997995
llama3.1:8b,GPU,5,90,128,0.2704854969997541
llama3.1:8b,CPU,5,90,128,1.166947053000058
llama3.1:8b,GPU,1,92,128,0.2874814699998751
llama3.1:8b,CPU,1,92,128,1.3430337890004012
llama3.1:8b,GPU,2,92,128,0.2722286379998877
llama3.1:8b,CPU,2,92,128,1.2453833899999154
llama3.1:8b,GPU,3,92,128,0.2715809219998846
llama3.1:8b,CPU,3,92,128,1.2455653140000322
llama3.1:8b,GPU,4,92,128,0.5319001879997813
llama3.1:8b,CPU,4,92,128,1.0837739680000595
llama3.1:8b,GPU,5,92,128,0.2720955969998613
llama3.1:8b,CPU,5,92,128,1.080490589999954
llama3.1:8b,GPU,1,94,128,0.24665215699997134
llama3.1:8b,CPU,1,94,128,1.3392530490000354
llama3.1:8b,GPU,2,94,128,0.27015083400010553
llama3.1:8b,CPU,2,94,128,1.269223613000122
llama3.1:8b,GPU,3,94,128,0.2374544699996477
llama3.1:8b,CPU,3,94,128,1.1220217730001423
llama3.1:8b,GPU,4,94,128,0.26195437300020785
llama3.1:8b,CPU,4,94,128,1.1202668200003245
llama3.1:8b,GPU,5,94,128,0.2745282519999819
llama3.1:8b,CPU,5,94,128,1.1234386460000678
llama3.1:8b,GPU,1,96,128,0.5645237930002622
llama3.1:8b,CPU,1,96,128,1.1555789770000047
llama3.1:8b,GPU,2,96,128,0.27583157999970354
llama3.1:8b,CPU,2,96,128,1.036914264999723
llama3.1:8b,GPU,3,96,128,0.23803987900009815
llama3.1:8b,CPU,3,96,128,3.0928215810004076
llama3.1:8b,GPU,4,96,128,0.2451096959998722
llama3.1:8b,CPU,4,96,128,1.1196397930002604
llama3.1:8b,GPU,5,96,128,0.2501657600000726
llama3.1:8b,CPU,5,96,128,1.1229211969998687
llama3.1:8b,GPU,1,98,128,0.23359590400013985
llama3.1:8b,CPU,1,98,128,1.3318256550001024
llama3.1:8b,GPU,2,98,128,0.21460538300016196
llama3.1:8b,CPU,2,98,128,1.1274129319999702
llama3.1:8b,GPU,3,98,128,0.2559072020003441
llama3.1:8b,CPU,3,98,128,1.1277782940001089
llama3.1:8b,GPU,4,98,128,0.2561355040002127
llama3.1:8b,CPU,4,98,128,1.0825748370002657
llama3.1:8b,GPU,5,98,128,0.25310798199961937
llama3.1:8b,CPU,5,98,128,3.4818904849998944
phi3:3.8b,GPU,1,10,128,0.8199200250001013
phi3:3.8b,CPU,1,10,128,2.5167231519999405
phi3:3.8b,GPU,2,10,128,0.880519271999674
phi3:3.8b,CPU,2,10,128,2.5361117259999446
phi3:3.8b,GPU,3,10,128,0.3853052929998739
phi3:3.8b,CPU,3,10,128,5.16633670300007
phi3:3.8b,GPU,4,10,128,0.7019003629998224
phi3:3.8b,CPU,4,10,128,2.278881989999718
phi3:3.8b,GPU,5,10,128,1.643970483999965
phi3:3.8b,CPU,5,10,128,2.4817638859999533
phi3:3.8b,GPU,1,12,128,0.7567283309999766
phi3:3.8b,CPU,1,12,128,2.101105075000305
phi3:3.8b,GPU,2,12,128,1.1929216490002545
phi3:3.8b,CPU,2,12,128,1.7728586589996667
phi3:3.8b,GPU,3,12,128,1.2747554940001464
phi3:3.8b,CPU,3,12,128,5.1502577510000265
phi3:3.8b,GPU,4,12,128,1.0724802419999833
phi3:3.8b,CPU,4,12,128,1.572063825999976
phi3:3.8b,GPU,5,12,128,0.6444289020000724
phi3:3.8b,CPU,5,12,128,0.5930040700000063
phi3:3.8b,GPU,1,14,128,0.9169633550000071
phi3:3.8b,CPU,1,14,128,5.242625800000042
phi3:3.8b,GPU,2,14,128,0.27912514099989494
phi3:3.8b,CPU,2,14,128,2.0153249750001123
phi3:3.8b,GPU,3,14,128,0.9039189289997012
phi3:3.8b,CPU,3,14,128,2.7325526859999627
phi3:3.8b,GPU,4,14,128,1.0688283669996963
phi3:3.8b,CPU,4,14,128,2.609228563000215
phi3:3.8b,GPU,5,14,128,0.3915563049999946
phi3:3.8b,CPU,5,14,128,2.8493111479997424
phi3:3.8b,GPU,1,16,128,0.34567539199997555
phi3:3.8b,CPU,1,16,128,2.530371597999874
phi3:3.8b,GPU,2,16,128,0.6890067210001689
phi3:3.8b,CPU,2,16,128,1.5768724389999988
phi3:3.8b,GPU,3,16,128,0.5269660920002934
phi3:3.8b,CPU,3,16,128,1.3030041430001802
phi3:3.8b,GPU,4,16,128,1.5379123319999053
phi3:3.8b,CPU,4,16,128,1.2821165509999446
phi3:3.8b,GPU,5,16,128,0.7789661530000558
phi3:3.8b,CPU,5,16,128,1.2614336369997545
phi3:3.8b,GPU,1,18,128,1.5560969899997872
phi3:3.8b,CPU,1,18,128,1.4844999740003004
phi3:3.8b,GPU,2,18,128,0.7957685859996673
phi3:3.8b,CPU,2,18,128,1.5460608779999347
phi3:3.8b,GPU,3,18,128,0.5094686380002713
phi3:3.8b,CPU,3,18,128,1.987470519999988
phi3:3.8b,GPU,4,18,128,1.5361508849996426
phi3:3.8b,CPU,4,18,128,5.192820623999978
phi3:3.8b,GPU,5,18,128,1.6663045899999815
phi3:3.8b,CPU,5,18,128,5.202874308999981
phi3:3.8b,GPU,1,20,128,1.6835647530001552
phi3:3.8b,CPU,1,20,128,5.28175853599987
phi3:3.8b,GPU,2,20,128,1.2078733390003435
phi3:3.8b,CPU,2,20,128,5.2144534320000275
phi3:3.8b,GPU,3,20,128,0.8450531339999543
phi3:3.8b,CPU,3,20,128,5.209532706000118
phi3:3.8b,GPU,4,20,128,1.0937844869999935
phi3:3.8b,CPU,4,20,128,1.62775114499982
phi3:3.8b,GPU,5,20,128,0.8594492869997339
phi3:3.8b,CPU,5,20,128,2.1884486740000284
phi3:3.8b,GPU,1,22,128,1.65553554600001
phi3:3.8b,CPU,1,22,128,2.5263171770002373
phi3:3.8b,GPU,2,22,128,0.9546578600002249
phi3:3.8b,CPU,2,22,128,2.1996236889999636
phi3:3.8b,GPU,3,22,128,1.54279815100017
phi3:3.8b,CPU,3,22,128,4.27137992300004
phi3:3.8b,GPU,4,22,128,1.6221494050000729
phi3:3.8b,CPU,4,22,128,1.8751407390000168
phi3:3.8b,GPU,5,22,128,1.3219219739999062
phi3:3.8b,CPU,5,22,128,5.249404786000014
phi3:3.8b,GPU,1,24,128,1.5574163960000078
phi3:3.8b,CPU,1,24,128,5.320617791999666
phi3:3.8b,GPU,2,24,128,1.6473712000001797
phi3:3.8b,CPU,2,24,128,5.260064793000311
phi3:3.8b,GPU,3,24,128,1.5315985189999992
phi3:3.8b,CPU,3,24,128,5.271392778000063
phi3:3.8b,GPU,4,24,128,1.6934298400001353
phi3:3.8b,CPU,4,24,128,2.574204461000136
phi3:3.8b,GPU,5,24,128,1.5359281129999545
phi3:3.8b,CPU,5,24,128,5.256449617000271
phi3:3.8b,GPU,1,26,128,1.3221842020002441
phi3:3.8b,CPU,1,26,128,3.0735690989999966
phi3:3.8b,GPU,2,26,128,1.5347478910002792
phi3:3.8b,CPU,2,26,128,1.6952678210000158
phi3:3.8b,GPU,3,26,128,0.7837122979999549
phi3:3.8b,CPU,3,26,128,2.3830780479997884
phi3:3.8b,GPU,4,26,128,1.5416909280002074
phi3:3.8b,CPU,4,26,128,2.097709620000387
phi3:3.8b,GPU,5,26,128,1.5448855560002812
phi3:3.8b,CPU,5,26,128,5.281506959000126
phi3:3.8b,GPU,1,28,128,1.6761219869999877
phi3:3.8b,CPU,1,28,128,3.5056102570001713
phi3:3.8b,GPU,2,28,128,1.5658372900002178
phi3:3.8b,CPU,2,28,128,4.656085728000107
phi3:3.8b,GPU,3,28,128,1.5388578270003563
phi3:3.8b,CPU,3,28,128,2.068015401000139
phi3:3.8b,GPU,4,28,128,0.46405461299991657
phi3:3.8b,CPU,4,28,128,1.943605676000061
phi3:3.8b,GPU,5,28,128,0.8999743379999927
phi3:3.8b,CPU,5,28,128,2.6514769770001294
phi3:3.8b,GPU,1,30,128,1.5499398860001747
phi3:3.8b,CPU,1,30,128,3.829527282000072
phi3:3.8b,GPU,2,30,128,1.4064049860003252
